TaskID,TaskName,ParentID,ChildrenIDs,OutlineLevel,IsSummary
50,38 Pasang Isolasi Inlet Hairpin ,,,9,False
51,PENGELASAN INLET TUBE CATALYST (2 EA),,,8,True
52,39 Fit_Up Inlet Hairpin ,,,9,False
53,40 Root&Capping Inlet Hairpin ,,,9,False
54,41 RT Inlet Hairpin ,,,9,False
55,42 Pasang Isolasi Outlet Hairpin ,,,9,False
56,∆ P TEST TUBE CATALYST TOTAL 100 %,,,7,True
57,BUKA COVER TUBE,,,8,True
58,43 Lepas Isolasi area Top Point Tube&Lepas Heat Seal (66 Tube),,,9,False
59,44 Buka Cover Tube Catalyst (66 Tube),,,9,False
60,∆ P TEST TUBE CATALYST TOTAL 100 %,,,8,True
61,45 ∆ P Test Tube Catalyst (66 tube),,,9,False
62,46 ∆ P Test Tube Catalyst (66 tube),,,9,False
63,INSPECT&REPAIR,,,7,True
64,47 Inspect Internal,,,8,False
65,48 Repair Tunggu (Rec.Istek),,,8,False
66,49 Repair Tunggu (Rec.Istek),,,8,False
67,50 Inspect jika ada Repair,,,8,False
68,LOADING CATALYST,,,7,True
69,NAIKAN CATALYST,,,8,True
70,51 Naikan Catalyst,,,9,False
71,52 Naikan Catalyst,,,9,False
72,LOADING CATALYST,,,8,True
73,53 Delta P.Test 2 Tube (Kondisi kosong),,,9,False
74,54 Delta P.Test 2 Tube (Kondisi kosong),,,9,False
75,55 Loading Catalyst 2 Tube (Charge. I),,,9,False
76,56 Loading Catalyst 2 Tube (Charge. I),,,9,False
77,57 Delta P.Test 2 Tube (Charge. I),,,9,False
78,58 Delta P.Test 2 Tube (Charge. I),,,9,False
79,59 Loading Catalyst 2 Tube (Charge. II),,,9,False
80,60 Loading Catalyst 2 Tube (Charge. II),,,9,False
81,61 Delta P.Test 2 Tube (Charge. II),,,9,False
82,62 Delta P.Test 2 Tube (Charge. II),,,9,False
83,63 Loading Catalyst 2 Tube (Charge. III),,,9,False
84,64 Loading Catalyst 2 Tube (Charge. III),,,9,False
85,65 Delta P.Test 2 Tube (Charge. III),,,9,False
86,66 Delta P.Test 2 Tube (Charge. III),,,9,False
87,FINAL INSPECT&TUTUP COVER TUBE,,,7,True
88,67 Final Inspect,,,8,False
89,68 BAPM,,,8,False
90,69 BAPM,,,8,False
91,70 BAPM,,,8,False
92,71 Pasang Loos Flange&Ikat Top Cover (72 Ea),,,8,False
93,72 Pasang Isolasi Top Cover (72 Ea),,,8,False
94,"[Sisi Radiant Section] Check Ceramics Module, Gap area Expand Fire Brick, Ganti Plate Linning Man Hole (2 Ea)&Cleaning lantai dengan Vacum Cleaner",,,6,True
95,73 Pasang Scaffold u/ Repair Check Ceramics Module,,,7,False
96,"74 Check Ceramics Module, Gap area Expand Fire Brick&Check Ceramic Fiber pada Nozzle Burner",,,7,False
97,75 Repair tunggu (Rec. Istek),,,7,False
98,76 Repair tunggu (Rec. Istek),,,7,False
99,77 Lepas&Ganti Plate Linning Man Hole (2 Ea),,,7,False
100,78 Inspect jika ada Repair,,,7,False
101,79 Lepas Nozzle Burner,,,7,False
102,80 Dry ICE Cleaning Nozzle Burner,,,7,False
103,81 Inspect setelah Dry ICE Cleaning Nozzle Burner,,,7,False
104,82 Pasang Nozzle Burner,,,7,False
105,83 Lepas Scaffold u/ Repair Check Ceramics Module,,,7,False
106,84 Cleaning lantai dengan Vacum Cleaner,,,7,False
107,[Sisi Transtation Section] Ganti Firebrick Mat'l LBK-26 jumlah 5000 ea Rec.140000069362 tgl. 15.01.2024,,,6,True
108,85 Pasang Scaffold untuk Ganti Ganti Firebrick Mat'l LBK-26 jumlah 5000 ea dari Bawah sampai atas,,,7,False
109,86 Check untuk Ganti Ganti Firebrick Mat'l LBK-26 jumlah 5000 ea,,,7,False
110,87 Ganti Ganti Firebrick Mat'l LBK-26 jumlah 5000 ea,,,7,False
111,88 Inspect Ganti Ganti Firebrick Mat'l LBK-26 jumlah 5000 ea,,,7,False
112,"[Sisi Transtation Section] Check Ceramics Module Roof, Dinding, Castable Comer area Ducting",,,6,True
113,"89 Pasang Scaffold u/ Ceramics Module Roof, Dinding, Castable down Comer area Ducting",,,7,False
114,"90 Check Ceramics Module Roof, Dinding, Castable down Comer area Ducting",,,7,False
115,91 Repair tunggu (Rec. Istek),,,7,False
116,92 Repair tunggu (Rec. Istek),,,7,False
117,93 Inspect jika ada Repair,,,7,False
118,"94 Lepas Scaffold u/ Ceramics Module Roof, Dinding, Castable down Comer area Ducting",,,7,False
119,"[Sight Port Gas Burner] Lepas&Ganti Sight Port Gas Burner BI-1, CI-3 (9 ea) Rec. 140000048791",,,6,True
120,95 Lepas Burner,,,7,False
121,96 Check Internal,,,7,False
122,97 Repair Repair tunggu (Rec. Istek),,,7,False
123,98 Repair tunggu (Rec. Istek),,,7,False
124,99 Final Internal,,,7,False
125,100 Pasang Burner,,,7,False
126,"Ganti Baut Burner yang patah (3 ea burner) Row 7A No.01,14 dan Row 7C No.10",,,6,True
127,"101 Lepas Bol't Burner (Row 7A No.01,14 dan Row 7C No.10)",,,7,False
128,"102 Repair/ Tap Bol't Burner (Row 7A No.01,14 dan Row 7C No.10)",,,7,False
129,"103 Pasang Bol't Burner (Row 7A No.01,14 dan Row 7C No.10)",,,7,False
130,GANTI ATAP,,,6,True
131,104 Naikkan Atap,,,7,False
132,105 Naikkan Atap,,,7,False
133,106 Lepas&Pasang Atap,,,7,False
134,107 Turunkan Atap,,,7,False
135,108 Turunkan Atap,,,7,False
136,(200000296817) [Spring Pig Tail] Ganti Spring Pig Tail sesuai (150 ea) Rec.140000045470,,,6,True
137,01 Pasang Papan Scaffold di atas Hairpin,,,7,False
138,02 Lepas&Pasang Spring Pig Tail yg baru,,,7,False
139,03 Inspect pemasangan Spring Pig Tail yg baru,,,7,False
140,04 Lepas Papan Scaffold di atas Hairpin,,,7,False
141,D1-H-201-K4 [Primary Reformer CELL C-D],,,5,True
142,"(200000360105 ) [Sisi Tube Catalyst] Buka Man Hole, Check Internal, Seat Gasket Tube, PT, Radiography Random, Circum_Measurement Tube Catalyst 100 %, ∆ P Test total 100 %, Ganti Catalyst (make up) tunggu hasil ∆ P Test, Leo Scan, Ganti Tube Catalyst 6 Ea",,,6,True
143,CIRCUM_MEASUREMENT TUBE CATALYST 100 %,,,7,True
144,01 Buka Man Hole di Ruang Bakar,,,8,False
145,02 Lepas Fire Brick di Man Hole,,,8,False
146,03 Pasang Blower di Ruang Bakar,,,8,False
147,04 Cooling Down di Ruang Bakar,,,8,False
148,05 Pasang Scaffold di Ruang Bakar untuk Leo Scan/ Circum_Measurement Tube Catalyst 100 % Tube Catalyst     ( NA ),,,8,False
149,06 Leo Scan/ Circum_Measurement Tube Catalyst 100 % Tube Catalyst,,,8,False
150,07 PT Tube Catalyst,,,8,False
151,08 RT Tube Catalyst Random,,,8,False
152,09 Lepas Scaffold di Ruang Bakar setelah Leo Scan/ Circum_Measurement Tube Catalyst 100 % Tube Catalyst ( NA ),,,8,False
153,10 Repair Ruang Bakar tunggu (Rec.Istek,,,8,False
154,11 Repair Ruang Bakar tunggu (Rec.Istek,,,8,False
155,12 Final Inspect,,,8,False
156,13 Cleaning dg Vacum Cleaner,,,8,False
157,14 Lepas Blower,,,8,False
158,15 BAPM,,,8,False
159,16 BAPM,,,8,False
160,17 BAPM,,,8,False
161,18 Pasang Fire Brick di Man Hole,,,8,False
162,19 Pasang Man Hole di Ruang Bakar setelah pekerjaan internal selesai,,,8,False
163,GANTI TUBE CATALYST 6 EA (ESTIMASI AWAL) TUNGGU REC. ISTEK ( NA ),,,7,True
164,20 Buka Atap untuk pengangkatan Tube,,,8,False
165,21 Buka Atap untuk pengangkatan Tube,,,8,False
166,22 Buka Atap untuk pengangkatan Tube,,,8,False
167,23 Lepas Isolasi In/ Outlet Hairpin (6 Tube),,,8,False
168,24 Marking u/ Pemotongan In/ Outlet Hairpin (6 Tube),,,8,False
169,25 Potong dg. GerindaInlet Hairpin (6 Tube),,,8,False
170,26 Potong dg. Gerinda Outlet Hairpin (6 Tube),,,8,False
171,27 Cabut Tube Catalys (6 Tube),,,8,False
172,28 Cabut Tube Catalyst (6 Tube),,,8,False
173,29 Gerinda&Bersihkan bekas Potongan Inlet Hairpin (6 Tube),,,8,False
174,30 PT.Ujung&Permukaan Inlet Hairpin (6 Tube),,,8,False
175,31 Bevelling Outlet Hairpin (6 Tube),,,8,False
176,32 PT. Bevel Outlet Hairpin (6 Tube),,,8,False
177,PASANG TUBE CATALYST,,,8,True
178,33 Masukan Tube Catalyst (6 Tube),,,9,False
179,34 Masukan Tube Catalyst (6 Tube),,,9,False
180,PENGELASAN INLET TUBE CATALYST (6 EA),,,8,True
181,35 Fit_Up Outlet Hairpin (6 Tube),,,9,False
182,36 Root&Capping Outnlet Hairpin (6 Tube),,,9,False
183,37 RT Outlet Hairpin (6 Tube),,,9,False
184,38 Pasang Isolasi Inlet Hairpin (6 Tube),,,9,False
185,PENGELASAN INLET TUBE CATALYST (6 EA),,,8,True
186,39 Fit_Up Inlet Hairpin (6 Tube),,,9,False
187,40 Root&Capping Inlet Hairpin (6 Tube),,,9,False
188,41 RT Inlet Hairpin (6 Tube),,,9,False
189,42 Pasang Isolasi Outlet Hairpin (6 Tube),,,9,False
190,∆ P TEST TUBE CATALYST TOTAL 100 %,,,6,True
191,BUKA COVER TUBE,,,7,True
192,43 Lepas Isolasi area Top Point Tube&Lepas Heat Seal (66 Tube),,,8,False
193,44 Buka Cover Tube Catalyst (66 Tube),,,8,False
194,∆ P TEST TUBE CATALYST TOTAL 100 %,,,7,True
195,45 ∆ P Test Tube Catalyst (66 tube),,,8,False
196,46 ∆ P Test Tube Catalyst (66 tube),,,8,False
197,INSPECT&REPAIR,,,6,True
198,47 Inspect Internal,,,7,False
199,48 Repair Tunggu (Rec.Istek),,,7,False
200,49 Repair Tunggu (Rec.Istek),,,7,False
201,50 Inspect jika ada Repair,,,7,False
202,LOADING CATALYST,,,6,True
203,NAIKAN CATALYST,,,7,True
204,51 Naikan Catalyst,,,8,False
205,52 Naikan Catalyst,,,8,False
206,LOADING CATALYST,,,7,True
207,53 Delta P.Test 6 Tube (Kondisi kosong),,,8,False
208,54 Delta P.Test 6 Tube (Kondisi kosong),,,8,False
209,55 Loading Catalyst 6 Tube (Charge. I),,,8,False
210,56 Loading Catalyst 6 Tube (Charge. I),,,8,False
211,57 Delta P.Test 6 Tube (Charge. I),,,8,False
212,58 Delta P.Test 6 Tube (Charge. I),,,8,False
213,59 Loading Catalyst 6 Tube3 (Charge. II),,,8,False
214,60 Loading Catalyst 6 Tube3 (Charge. II),,,8,False
215,61 Delta P.Test 6 Tube3 (Charge. II),,,8,False
216,62 Delta P.Test 6 Tube3 (Charge. II),,,8,False
217,63 Loading Catalyst 6 Tube3 (Charge. III),,,8,False
218,64 Loading Catalyst 6 Tube3 (Charge. III),,,8,False
219,65 Delta P.Test 6 Tube3 (Charge. III),,,8,False
220,66 Delta P.Test 6 Tube3 (Charge. III),,,8,False
221,FINAL INSPECT&TUTUP COVER TUBE,,,6,True
222,67 Final Inspect,,,7,False
223,67 BAPM,,,7,False
224,67 BAPM,,,7,False
225,67 BAPM,,,7,False
226,67 Pasang Loos Flange&Ikat Top Cover (72 Ea),,,7,False
227,67 Pasang Isolasi Top Cover (72 Ea),,,7,False
228,"[Sisi Radiant Section] Check Ceramics Module, Gap area Expand Fire Brick, Ganti Plate Linning Man Hole (2 Ea)&Cleaning lantai dengan Vacum Cleaner",,,6,True
229,52 Pasang Scaffold u/ Repair Check Ceramics Module,,,7,False
230,"53 Check Ceramics Module, Gap area Expand Fire Brick&Check Ceramic Fiber pada Nozzle Burner",,,7,False
231,54 Repair tunggu (Rec. Istek),,,7,False
232,55 Repair tunggu (Rec. Istek),,,7,False
233,56 Lepas&Ganti Plate Linning Man Hole (2 Ea),,,7,False
234,57 Inspect jika ada Repair,,,7,False
235,58 Lepas Nozzle Burner,,,7,False
236,59 Dry ICE Cleaning Nozzle Burner,,,7,False
237,60 Inspect setelah Dry ICE Cleaning Nozzle Burner,,,7,False
238,61 Pasang Nozzle Burner,,,7,False
239,62 Lepas Scaffold u/ Repair Check Ceramics Module,,,7,False
240,63 Cleaning lantai dengan Vacum Cleaner,,,7,False
241,"[Sisi Transtation Section] Check Ceramics Module Roof, Dinding, Castable Comer area Ducting",,,6,True
242,"64 Pasang Scaffold u/ Ceramics Module Roof, Dinding, Castable down Comer area Ducting",,,7,False
243,"65 Check Ceramics Module Roof, Dinding, Castable down Comer area Ducting",,,7,False
244,66 Repair tunggu (Rec. Istek),,,7,False
245,67 Repair tunggu (Rec. Istek),,,7,False
246,68 Inspect jika ada Repair,,,7,False
247,"69 Lepas Scaffold u/ Ceramics Module Roof, Dinding, Castable down Comer area Ducting",,,7,False
248,"[Sight Port Gas Burner] Lepas&Ganti Sight Port Gas Burner BI-1, CI-3 (9 ea) Rec. 140000048791",,,6,True
249,70 Lepas Burner,,,7,False
250,71 Check Internal,,,7,False
251,72 Repair Repair tunggu (Rec. Istek),,,7,False
252,73 Repair tunggu (Rec. Istek),,,7,False
253,74 Final Internal,,,7,False
254,75 Pasang Burner,,,7,False
255,D1-H-201-K4 [Primary Reformer ],,,5,True
256,"(200000358553) [Outlet Header] Visual Inspect Lasan Sockolet O/L Hairpin to Header, PT Sampling Lasan Header&Pengukuran Creep di O/L Hairpin",,,6,True
257,OUTLET HEADER,,,7,True
258,01 Pasang Scaffold di Lasan Sockolet O/L Hairpin to Header,,,8,False
259,02 Lepas Isolasi di Lasan Sockolet O/L Hairpin to Header,,,8,False
260,03 Inspect Lasan Sockolet O/L Hairpin to Header,,,8,False
261,04 PT Sampling Lasan Header,,,8,False
262,05 Pengukuran Creep di O/L Hairpin,,,8,False
263,06 Repair Lasan Tunggu (Rec.Istek),,,8,False
264,07 Inspect Lasan (Jika Repair),,,8,False
265,08 Pasang Isolasi di Lasan Sockolet O/L Hairpin to Header,,,8,False
266,09 Lepas Scaffold di Lasan Sockolet O/L Hairpin to Header,,,8,False
267,D1-H-201-K4 [Primary Reformer ],,,5,True
268,"(200000360106 ) Transfer Line] Buka Cover, Check Internal&Repainting dengan indicating Paint, Repair Castable Rek. Tunggu Istek, Dryout",,,6,True
269,TRANSFER LINE,,,7,True
270,01 Buka Bot'l Cover sisi Pabrik 5,,,8,False
271,02 Turunkan Cover sisi Pabrik 5,,,8,False
272,03 Buka Bot'l Cover sisi Laut,,,8,False
273,04 Turunkan Cover sisi Laut,,,8,False
274,05 Pasang Blower,,,8,False
275,06 Cooling Down,,,8,False
276,07 Check Internal,,,8,False
277,08 Repair tunggu (Rec. Istek),,,8,False
278,09 Repair tunggu (Rec. Istek),,,8,False
279,10 Cleaning/ Blow dg Udara,,,8,False
280,11 Final Inspect,,,8,False
281,12 BAPM,,,8,False
282,13 BAPM,,,8,False
283,14 BAPM,,,8,False
284,15 Angkat Cover sisi Pabrik 5,,,8,False
285,16 Ikat Bolt Cover sisi Pabrik 5,,,8,False
286,17 Angkat Cover sisi Laut,,,8,False
287,18 Ikat Bolt Cover sisi Laut,,,8,False
288,19 Repainting ulang dengan Thermal Indicating Paint,,,8,False
289,20 Dryout,,,8,False
290,TEE HEADER (4 Tempat),,,7,True
291,21 Pasang Scaffold di Tee Header (4 Tempat),,,8,False
292,22 Lepas Isolasi di Tee Header (4 Tempat),,,8,False
293,23 Inspect Tee Header (4 Tempat),,,8,False
294,24 Repair Lasan Tee Header Tunggu (Rec.Istek),,,8,False
295,25 Inspect Lasan Tee Header (Jika Repair),,,8,False
296,26 Pasang Isolasi di Tee Header (4 Tempat),,,8,False
297,27 Lepas Scaffold di Tee Header (4 Tempat),,,8,False
298,CLASS : REACTOR,,,4,True
299,D1-R-203-K4 [Secondary Reformer],,,5,True
300,"(200000358556) Buka Cover, Angkat Burner Tip, Check Internal, Unload Catalys Bagian TOP (2 m3), Check Catalyst, Check visual Hexagonal Target Brick, Castable Dinding, Shell, Check Dome Brick dari sisi bawah, Loading Catalys (2 m3), Check dengan Theodolite",,,6,True
301,BUKA COVER&ANGKAT BURNER TIP,,,7,True
302,01 Pasang Scaffold di Spool Check Valve,,,8,False
303,02 Lepas Bot'l Check Valve,,,8,False
304,"03 Lepas&Angkat Spool, Check Valve",,,8,False
305,"04 Lepas&Angkat Spool, Check Valve",,,8,False
306,05 Bawa Check Valve ke Shop,,,8,False
307,06 Bawa Check Valve ke Shop,,,8,False
308,07 Check&Repair Internal Check Valve,,,8,False
309,08 Repair&Fabrikasi Internal Check Valve,,,8,False
310,09 Test Check Valve,,,8,False
311,10 Test Check Valve,,,8,False
312,11 Buka Bolt Cover Bunner Tip,,,8,False
313,12 Angkat Cover Burner Tip,,,8,False
314,13 Angkat Cover Burner Tip,,,8,False
315,14 Bawa Burner Tip ke Shop dan letakkan pada Support Burner Tip,,,8,False
316,15 Bawa Burner Tip ke Shop dan letakkan pada Support Burner Tip,,,8,False
317,16 Check Buner Tip di Shop,,,8,False
318,17 Check dengan Theodolite Burner Tip di Shop,,,8,False
319,18 Repair Buner Tip di Shop tunggu (Rec. Istek),,,8,False
320,19 Inspect Repair Buner Tip di Shop,,,8,False
321,20 Check dengan Theodolite Burner Tip di Shop setelah Repair,,,8,False
322,COOLING DOWN,,,7,True
323,21 Pasang Blower dan Ejector,,,8,False
324,22 Cooling Down,,,8,False
325,UNLOADING CATALYST BAGIAN TOP (2 m3),,,7,True
326,TARGET BRICK,,,8,True
327,23 Keluarkan Target Brick,,,9,False
328,24 Keluarkan Target Brick,,,9,False
329,25 Keluarkan Target Brick,,,9,False
330,CATALYST,,,8,True
331,26 Unload Alumina Ball Top,,,9,False
332,27 Unload Alumina Ball Top,,,9,False
333,28 Unload Alumina Ball Top,,,9,False
334,29 Unload Alumina Ball Top,,,9,False
335,30 Unload Alumina Ball Top,,,9,False
336,31 Unload Catalys Bagian TOP (2 m3),,,9,False
337,32 Unload Catalys Bagian TOP (2 m3),,,9,False
338,33 Unload Catalys Bagian TOP (2 m3),,,9,False
339,34 Unload Catalys Bagian TOP (2 m3),,,9,False
340,35 Unload Catalys Bagian TOP (2 m3),,,9,False
341,CHECK INTERNAL&REPAIR,,,7,True
342,36 Pasang Tangga/ Scaffold di Internal,,,8,False
343,"37 Check Internal Vessel, Castable Dinding, Shell",,,8,False
344,38 Check Dome Brick dari sisi bawah,,,8,False
345,"39 Check Catalyst, Check visual Hexagonal Target BricK",,,8,False
346,40 Bobok Castable tunggu (Rec. Istek),,,8,False
347,41 Fabrikasi Anchor tunggu (Rec. Istek),,,8,False
348,42 Repair&Ganti Anchor tunggu (Rec. Istek),,,8,False
349,43 Repair/ Cor Castable tunggu (Rec. Istek),,,8,False
350,44 Curring Time jika ada Repait Castable,,,8,False
351,45 Inspect,,,8,False
352,46 Cleaning Internal dengan Vacum Kancil,,,8,False
353,47 Lepas Scaffold di Internal,,,8,False
354,LOADING CATALYST,,,7,True
355,CATALYST,,,8,True
356,48 Loading Catalys Bagian TOP (2 m3),,,9,False
357,49 Loading Catalys Bagian TOP (2 m3),,,9,False
358,50 Loading Catalys Bagian TOP (2 m3),,,9,False
359,51 Loading Catalys Bagian TOP (2 m3),,,9,False
360,52 Loading Catalys Bagian TOP (2 m3),,,9,False
361,53 Levelling Catalys Bagian TOP (2 m3),,,9,False
362,54 Loading Alumina Lump,,,9,False
363,55 Loading Alumina Lump,,,9,False
364,56 Loading Alumina Lump,,,9,False
365,57 Loading Alumina Lump,,,9,False
366,58 Loading Alumina Lump,,,9,False
367,59 Levelling Alumina Lump,,,9,False
368,TARGET BRICK,,,7,True
369,60 Angkat Target Brick,,,8,False
370,61 Angkat Target Brick,,,8,False
371,62 Pasang Target Brick,,,8,False
372,PASANG BURNER TIP,,,7,True
373,63 Final Inspect,,,8,False
374,64 BAPM,,,8,False
375,65 BAPM,,,8,False
376,66 BAPM,,,8,False
377,67 Bawa Burner Tip ke Lokasi,,,8,False
378,68 Bawa Burner Tip ke Lokasi,,,8,False
379,69 Angkat Burner Tip&Pasang Spool Gas,,,8,False
380,70 Angkat Burner Tip&Pasang Spool Gas,,,8,False
381,71 Ikat Bolt Cover Burner Tip&Spool Gas,,,8,False
382,72 Bawa Check Valve ke Lokasi,,,8,False
383,73 Bawa Check Valve ke Lokasi,,,8,False
384,74 Angkat&Pasang Check Valve,,,8,False
385,75 Angkat&Pasang Check Valve,,,8,False
386,76 Ikat Bolt Check Valve,,,8,False
387,77 Repainting Sheel dengan indicating Paint,,,8,False
388,78 Lepas Scaffold di Check Valve&Sheel,,,8,False
389,D1-R-501-K4 [Ammonia Converter],,,5,True
390,"(200000358557) [Shell] Pasang Scaffolding Bottom to Top (Pra TA), Brushing area lasan dan Check PAUT pada CW-2, [Bottom Head] Brushing area lasan dan Check PAUT pada Lasnan Transition Head to Bottom, [DMW Outlet Nozzle] PT/ Check ulang Retak Rambut, [SMW",,,6,True
391,"[SHELL] PASANG SCAFFOLDING BOTTOM TO TOP (PRA TA), BRUSHING AREA LASAN DAN CHECK PAUT PADA CW-2",,,7,True
392,01 Pasang Scaffold Keliling dari LT Dasar s/d bawah Greating Top (Pra TA),,,8,False
393,02 Lepas Isolasi sisi luar sesuai tanda Istek,,,8,False
394,03 Marking sisi luar area yang aka n di PAUT pada CW-2,,,8,False
395,04 Brush sisi luar Area di PAUT pada CW-2 sesuai tanda Istek,,,8,False
396,05 PAUT pada CW-2,,,8,False
397,06 Repair tunggu (Rec. Istek),,,8,False
398,07 Final Inspect,,,8,False
399,08 Pasang Isolasi sisi luar sesuai tanda Istek,,,8,False
400,09 Lepas Scaffold sisi Luar dari Top s/d LT Dasar,,,8,False
401,[BOTTOM HEAD] BRUSHING AREA LASAN DAN CHECK PAUT PADA LASNAN TRANSITION HEAD TO BOTTOM,,,7,True
402,10 Pasang Scaffold susuai tanda,,,8,False
403,11 Lepas Isolasi sisi luar sesuai tanda Istek,,,8,False
404,12 Marking yang di PAUT pada Lasnan Transition Head to Bottom,,,8,False
405,13 Brushing area lasan,,,8,False
406,14 PAUT pada Lasnan Transition Head to Bottom,,,8,False
407,15 Repair Repair tunggu (Rec. Istek),,,8,False
408,16 Final Inspect,,,8,False
409,ADD painting ex pemeriksaan PAUD,,,8,False
410,17 Pasang Isolasi sisi luar sesuai tanda Istek,,,8,False
411,18 Lepas Scaffold susuai tanda,,,8,False
412,[DMW OUTLET NOZZLE] PT/ CHECK ULANG RETAK RAMBUT,,,7,True
413,19 Pasang Scaffold sesuai tanda,,,8,False
414,20 Lepas Isolasi sesuai tanda,,,8,False
415,21 Check ulang Retak Rambut,,,8,False
416,22 Repair Repair tunggu (Rec. Istek),,,8,False
417,23 Final Inspect,,,8,False
418,24 Pasang Isolasi,,,8,False
419,25 Lepas Scaffold,,,8,False
420,[SMW OUTLET NOZZLE] PT/ CHECK ULANG RETAK RAMBUT,,,7,True
421,26 Pasang Scaffold sesuai tanda,,,8,False
422,27 Lepas Isolasi sesuai tanda,,,8,False
423,28 Check ulang Retak Rambut,,,8,False
424,29 Repair Repair tunggu (Rec. Istek),,,8,False
425,30 Final Inspect,,,8,False
426,31 Pasang Isolasi,,,8,False
427,32 Lepas Scaffold,,,8,False
428,CLASS : EXCHANGER,,,4,True
429,D1-E-101-K4 [Fuel NG PreHeater],,,5,True
430,"(200000359511) Chemichal Cleaning Shell Side, Buka Cover, Check Internal, Tube, Brushing Tube to Tube Sheet, PT Lasan Tube to Tube Sheet, Mechanical Cleaning, Blow dengan Udara, ET 100%, Total Tube (28 U-Tube), Pasang Slip Blind, Leak Test 4 kg/ cm2&Tut",,,6,True
431,BUKA COVER,,,7,True
432,01 Pasang Scaffodling sisi NPK,,,8,False
433,02 Lepas Isolasi,,,8,False
434,03 Pasang Slip Blind untuk Chamical Cleaning,,,8,False
435,04 Pasang Peralatan untuk Chamical Cleaning,,,8,False
436,05 Chamical Cleaning&Flushing,,,8,False
437,06 Lepas Peralatan untuk Chamical Cleaning,,,8,False
438,07 Buka Cover sisi NPK,,,8,False
439,08 Pasang Test Ring&Slip Blind untuk Leak Test,,,8,False
440,09 Check Internal,,,8,False
441,MECHANICAL CLEANING&EDDY CURENT TEST,,,7,True
442,"10 Mechanical Cleaning Tube, Blow dengan Udara Total Tube (28 U-Tube)",,,8,False
443,"11 ET 100%, Total Tube (28 U-Tube)",,,8,False
444,12 Leak Test,,,8,False
445,13 Brushing Tube to Tube Sheet,,,8,False
446,14 PT Lasan Tube to Tube Sheet,,,8,False
